GradorPost,Relationship,Age,days_enrolled,kidsteenHome,Income,Total_Spent,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedOffers,cluster
Undergrad Degree,Relationship,56,446,1,66886.0,599,15,39.9,5,13.3,0,3
PostGrad Degree,Single,54,292,0,98777.0,2008,19,105.7,1,0.0,1,1
Undergrad Degree,Relationship,29,831,1,29103.0,48,4,12.0,9,50.0,0,0
Undergrad Degree,Relationship,40,728,1,67445.0,1174,27,43.5,6,18.5,0,3
PostGrad Degree,Relationship,64,237,1,50616.0,67,6,11.2,2,16.7,0,2
Undergrad Degree,Single,59,1003,1,49431.0,365,13,28.1,8,15.4,0,0
Undergrad Degree,Relationship,61,249,1,61278.0,165,8,20.6,6,25.0,0,2
PostGrad Degree,Relationship,56,805,0,26490.0,210,9,23.3,6,22.2,0,0
PostGrad Degree,Relationship,67,462,1,73059.0,1095,25,43.8,4,4.0,0,3
PostGrad Degree,Single,48,411,3,46734.0,223,8,27.9,6,50.0,1,2
Undergrad Degree,Relationship,51,877,1,56253.0,597,18,33.2,6,22.2,0,3
Undergrad Degree,Relationship,29,387,1,19986.0,22,3,7.3,7,33.3,0,2
Undergrad Degree,Single,39,346,1,58330.0,1064,23,46.3,4,4.3,0,3
Undergrad Degree,Relationship,34,880,0,25965.0,74,5,14.8,8,20.0,0,0
PostGrad Degree,Relationship,58,704,0,14661.0,26,4,6.5,6,25.0,0,0
Undergrad Degree,Relationship,55,708,0,18690.0,60,4,15.0,8,25.0,0,0
PostGrad Degree,Relationship,40,569,1,45068.0,20,3,6.7,7,33.3,0,0
Undergrad Degree,Single,27,437,1,21063.0,59,5,11.8,6,40.0,0,2
PostGrad Degree,Relationship,46,457,1,29187.0,34,4,8.5,8,25.0,0,2
PostGrad Degree,Relationship,43,513,2,54690.0,198,9,22.0,3,33.3,0,0
PostGrad Degree,Relationship,50,495,1,59304.0,1048,25,41.9,5,12.0,0,3
PostGrad Degree,Single,52,482,2,59247.0,574,16,35.9,6,31.2,0,3
Undergrad Degree,Single,44,727,1,66731.0,1029,13,79.2,3,30.8,0,1
Undergrad Degree,Relationship,34,355,1,77353.0,670,18,37.2,4,11.1,0,3
PostGrad Degree,Single,39,1059,1,52614.0,990,14,70.7,8,14.3,0,1
Undergrad Degree,Relationship,40,198,2,26751.0,11,3,3.7,8,33.3,0,2
PostGrad Degree,Relationship,51,767,1,81300.0,1241,18,68.9,5,16.7,2,1
Undergrad Degree,Single,35,308,0,70337.0,576,16,36.0,1,6.2,0,3
PostGrad Degree,Relationship,29,538,1,36145.0,172,8,21.5,9,50.0,2,0
PostGrad Degree,Single,34,348,0,65295.0,664,19,34.9,2,5.3,0,3
Undergrad Degree,Single,51,414,1,68118.0,928,21,44.2,6,9.5,0,3
Undergrad Degree,Single,47,828,0,68743.0,2074,29,71.5,7,3.4,0,1
PostGrad Degree,Relationship,32,499,0,41039.0,467,14,33.4,8,7.1,0,3
Undergrad Degree,Relationship,59,408,1,38946.0,257,10,25.7,5,20.0,0,2
Undergrad Degree,Relationship,47,352,0,65777.0,1146,16,71.6,1,6.2,0,1
PostGrad Degree,Single,38,521,1,66476.0,689,18,38.3,4,11.1,0,3
PostGrad Degree,Single,42,727,0,86857.0,2114,21,100.7,2,4.8,1,1
PostGrad Degree,Relationship,32,972,0,115000.0,1717,29,59.2,0,51.7,0,1
PostGrad Degree,Relationship,25,204,0,77845.0,1346,20,67.3,1,5.0,2,1
PostGrad Degree,Relationship,45,432,0,69476.0,1044,14,74.6,2,7.1,0,1
PostGrad Degree,Single,54,970,1,50611.0,493,16,30.8,6,37.5,2,0
Undergrad Degree,Single,44,468,0,61209.0,957,12,79.8,2,8.3,0,1
PostGrad Degree,Relationship,56,364,1,42315.0,270,9,30.0,3,33.3,0,2
Undergrad Degree,Relationship,62,663,0,13084.0,29,4,7.2,6,25.0,0,0
PostGrad Degree,Single,65,556,2,47570.0,121,6,20.2,7,50.0,1,0
PostGrad Degree,Relationship,53,498,2,61923.0,126,7,18.0,3,14.3,0,0
Undergrad Degree,Single,19,255,0,34824.0,23,3,7.7,6,33.3,0,2
PostGrad Degree,Single,65,489,2,26518.0,57,5,11.4,8,60.0,1,2
Undergrad Degree,Single,53,635,0,45938.0,636,18,35.3,6,11.1,0,3
Undergrad Degree,Relationship,54,93,0,78468.0,1004,27,37.2,4,3.7,1,3
Undergrad Degree,Single,41,445,1,78901.0,734,17,43.2,4,17.6,0,3
Undergrad Degree,Relationship,36,3,2,71427.0,614,18,34.1,4,11.1,0,2
Undergrad Degree,Single,36,34,1,71022.0,1453,18,80.7,8,16.7,1,1
PostGrad Degree,Single,26,221,0,90247.0,1621,14,115.8,1,7.1,4,1
PostGrad Degree,Single,46,345,1,41335.0,187,9,20.8,7,33.3,0,2
Undergrad Degree,Relationship,28,431,1,71952.0,1443,20,72.2,4,10.0,2,1
PostGrad Degree,Single,44,162,1,35682.0,57,5,11.4,2,20.0,0,2
Undergrad Degree,Single,63,428,1,43185.0,637,18,35.4,8,11.1,0,3
PostGrad Degree,Relationship,66,380,1,66375.0,948,11,86.2,7,27.3,1,1
PostGrad Degree,Relationship,43,431,1,35178.0,59,4,14.8,7,25.0,2,2
Undergrad Degree,Relationship,28,364,1,25252.0,18,3,6.0,8,33.3,0,2
PostGrad Degree,Single,49,776,1,55250.0,903,22,41.0,5,18.2,0,3
Undergrad Degree,Single,39,654,1,33249.0,112,6,18.7,6,33.3,0,0
Undergrad Degree,Relationship,61,571,0,58398.0,596,17,35.1,4,17.6,0,3
Undergrad Degree,Relationship,32,516,1,50272.0,233,10,23.3,7,30.0,0,0
PostGrad Degree,Relationship,39,877,0,76618.0,1511,10,151.1,1,10.0,0,1
PostGrad Degree,Single,54,804,0,87305.0,1152,16,72.0,2,6.2,2,1
Undergrad Degree,Relationship,36,399,1,25851.0,48,5,9.6,7,40.0,0,2
Undergrad Degree,Single,44,615,1,58710.0,1185,25,47.4,6,24.0,0,3
Undergrad Degree,Single,56,252,2,45160.0,21,3,7.0,7,33.3,0,2
PostGrad Degree,Relationship,49,717,1,74806.0,965,14,68.9,4,14.3,0,1
Undergrad Degree,Relationship,60,669,0,59111.0,869,20,43.4,7,5.0,0,3
PostGrad Degree,Relationship,30,197,1,18988.0,16,4,4.0,7,50.0,0,2
Undergrad Degree,Relationship,49,661,0,72190.0,1947,15,129.8,3,6.7,0,1
Undergrad Degree,Relationship,38,1063,1,7500.0,71,7,10.1,9,71.4,2,0
Undergrad Degree,Relationship,48,122,1,44794.0,65,5,13.0,6,20.0,0,2
Undergrad Degree,Relationship,59,378,0,80395.0,1380,23,60.0,2,4.3,1,1
PostGrad Degree,Single,38,315,0,75012.0,1027,22,46.7,1,4.5,0,3
PostGrad Degree,Relationship,49,391,3,56962.0,411,14,29.4,7,50.0,0,2
Undergrad Degree,Relationship,23,600,0,89891.0,836,25,33.4,4,4.0,1,3
PostGrad Degree,Single,65,435,2,35946.0,11,3,3.7,5,33.3,0,2
PostGrad Degree,Relationship,61,881,2,53593.0,480,15,32.0,8,53.3,0,0
Undergrad Degree,Relationship,36,365,2,66373.0,606,16,37.9,3,43.8,0,3
PostGrad Degree,Single,66,416,3,45072.0,284,11,25.8,8,45.5,0,2
Undergrad Degree,Single,41,452,2,89694.0,1472,11,133.8,5,27.3,3,1
Undergrad Degree,Relationship,65,221,0,72025.0,1677,25,67.1,2,4.0,4,1
Undergrad Degree,Relationship,41,617,1,67432.0,1335,17,78.5,4,11.8,0,1
PostGrad Degree,Relationship,62,275,1,70545.0,334,12,27.8,2,8.3,0,2
Undergrad Degree,Relationship,25,628,1,17487.0,18,3,6.0,7,33.3,0,0
Undergrad Degree,Relationship,45,819,1,62882.0,1338,18,74.3,4,11.1,0,1
PostGrad Degree,Single,61,623,1,64108.0,1099,26,42.3,5,15.4,0,3
PostGrad Degree,Relationship,58,551,2,34941.0,97,6,16.2,8,33.3,0,0
PostGrad Degree,Single,64,339,3,48767.0,63,6,10.5,5,50.0,0,2
PostGrad Degree,Relationship,36,697,1,38702.0,109,7,15.6,6,28.6,0,0
Undergrad Degree,Relationship,50,315,0,82224.0,902,20,45.1,3,5.0,1,3
Undergrad Degree,Relationship,62,366,0,83844.0,1574,19,82.8,1,5.3,1,1
PostGrad Degree,Relationship,39,450,1,17003.0,38,6,6.3,5,50.0,0,2
Undergrad Degree,Single,19,94,0,71163.0,960,23,41.7,1,4.3,0,3
Undergrad Degree,Single,44,447,1,33697.0,28,3,9.3,7,33.3,1,2
PostGrad Degree,Relationship,60,311,0,63564.0,1215,27,45.0,6,3.7,2,3
PostGrad Degree,Relationship,42,340,0,83443.0,1497,21,71.3,2,4.8,0,1
PostGrad Degree,Relationship,56,636,1,51518.0,449,15,29.9,3,13.3,0,3
Undergrad Degree,Single,39,346,1,58330.0,1064,23,46.3,4,4.3,0,3
Undergrad Degree,Relationship,45,646,0,80952.0,1757,24,73.2,8,4.2,4,1
Undergrad Degree,Relationship,35,304,0,75507.0,1440,20,72.0,3,5.0,0,1
PostGrad Degree,Relationship,36,460,0,63855.0,1006,23,43.7,4,4.3,0,3
PostGrad Degree,Relationship,42,758,1,62220.0,1226,18,68.1,6,27.8,1,1
Undergrad Degree,Relationship,50,443,1,58512.0,1171,15,78.1,8,33.3,0,1
PostGrad Degree,Relationship,35,631,1,40662.0,92,6,15.3,4,33.3,0,0
PostGrad Degree,Relationship,55,185,1,38829.0,99,7,14.1,5,14.3,0,2
PostGrad Degree,Relationship,33,636,1,35523.0,66,6,11.0,7,33.3,0,0
Undergrad Degree,Single,47,226,2,79146.0,564,17,33.2,6,11.8,0,3
PostGrad Degree,Relationship,26,404,0,78285.0,1427,20,71.4,3,5.0,0,1
PostGrad Degree,Single,36,427,1,31626.0,86,5,17.2,7,20.0,2,2
Undergrad Degree,Single,62,198,0,75127.0,833,18,46.3,1,5.6,0,3
Undergrad Degree,Relationship,59,588,1,48726.0,242,9,26.9,6,33.3,0,0
Undergrad Degree,Relationship,37,757,0,74985.0,1869,16,116.8,2,6.2,0,1
Undergrad Degree,Relationship,27,941,0,67430.0,1364,28,48.7,6,3.6,0,3
PostGrad Degree,Relationship,49,696,1,46891.0,183,7,26.1,4,14.3,0,0
PostGrad Degree,Relationship,58,559,1,62058.0,450,14,32.1,6,28.6,0,3
Undergrad Degree,Relationship,35,639,1,72063.0,758,19,39.9,2,10.5,0,3
PostGrad Degree,Relationship,63,359,0,78939.0,1507,19,79.3,3,5.3,0,1
Undergrad Degree,Single,49,591,2,42720.0,654,17,38.5,8,47.1,1,3
Undergrad Degree,Relationship,42,602,2,33622.0,81,6,13.5,7,50.0,0,0
PostGrad Degree,Relationship,57,846,1,6835.0,137,1,137.0,20,0.0,0,1
Undergrad Degree,Relationship,61,551,2,41452.0,16,3,5.3,7,33.3,0,0
PostGrad Degree,Single,49,463,1,40760.0,93,6,15.5,6,33.3,0,2
PostGrad Degree,Relationship,56,314,0,74250.0,1158,17,68.1,1,5.9,0,1
PostGrad Degree,Single,59,353,2,51124.0,43,4,10.8,3,50.0,0,2
Undergrad Degree,Single,43,362,1,72258.0,1525,20,76.2,2,10.0,0,1
PostGrad Degree,Single,40,216,0,71466.0,1230,18,68.3,1,5.6,0,1
Undergrad Degree,Relationship,38,236,2,36283.0,29,4,7.2,4,50.0,0,2
Undergrad Degree,Single,44,31,1,20587.0,25,4,6.2,7,25.0,0,2
Undergrad Degree,Relationship,42,262,1,30467.0,24,3,8.0,7,33.3,0,2
Undergrad Degree,Relationship,42,536,1,31590.0,38,4,9.5,8,25.0,0,0
Undergrad Degree,Relationship,28,768,1,20425.0,57,5,11.4,7,40.0,0,0
PostGrad Degree,Relationship,54,294,2,17144.0,47,7,6.7,7,71.4,0,2
PostGrad Degree,Single,46,673,1,42564.0,813,18,45.2,7,33.3,2,3
PostGrad Degree,Relationship,36,191,1,43783.0,629,16,39.3,7,37.5,1,3
Undergrad Degree,Single,38,849,1,40780.0,377,13,29.0,9,30.8,0,0
PostGrad Degree,Relationship,69,690,0,62847.0,1612,13,124.0,2,7.7,0,1
PostGrad Degree,Relationship,57,878,0,82017.0,729,16,45.6,2,6.2,4,3
Undergrad Degree,Single,64,505,0,16813.0,50,5,10.0,7,20.0,1,0
Undergrad Degree,Relationship,36,403,2,51267.0,270,11,24.5,4,36.4,0,2
Undergrad Degree,Single,53,581,1,46524.0,177,7,25.3,3,28.6,0,0
PostGrad Degree,Single,52,685,0,45183.0,315,12,26.2,7,8.3,1,0
PostGrad Degree,Relationship,60,161,1,70421.0,767,20,38.4,6,15.0,0,3
PostGrad Degree,Single,49,774,1,60161.0,1071,23,46.6,8,13.0,0,3
Undergrad Degree,Relationship,41,671,0,73926.0,1580,23,68.7,3,4.3,0,1
Undergrad Degree,Relationship,46,357,1,19329.0,60,7,8.6,8,42.9,0,2
PostGrad Degree,Relationship,44,358,1,61872.0,573,17,33.7,4,23.5,0,3
Undergrad Degree,Single,58,620,2,46984.0,41,4,10.2,5,25.0,0,0
Undergrad Degree,Relationship,63,686,2,34838.0,170,7,24.3,6,42.9,0,0
PostGrad Degree,Single,70,574,0,82716.0,1167,27,43.2,2,3.7,0,3
Undergrad Degree,Relationship,56,550,0,48192.0,1526,22,69.4,8,13.6,4,1
PostGrad Degree,Relationship,38,604,2,49681.0,458,15,30.5,7,40.0,0,3
PostGrad Degree,Relationship,43,258,1,56850.0,63,5,12.6,2,20.0,0,2
Undergrad Degree,Relationship,57,411,1,55267.0,405,13,31.2,3,30.8,0,2
Undergrad Degree,Relationship,42,624,2,59666.0,1027,13,79.0,8,53.8,1,1
Undergrad Degree,Single,42,550,1,72504.0,1478,20,73.9,2,10.0,0,1
Undergrad Degree,Relationship,33,416,0,26872.0,72,4,18.0,6,25.0,0,2
Undergrad Degree,Single,42,595,1,21359.0,48,5,9.6,8,40.0,1,0
Undergrad Degree,Single,39,189,0,73170.0,726,15,48.4,2,6.7,0,3
PostGrad Degree,Relationship,59,613,1,52750.0,860,21,41.0,4,28.6,0,3
PostGrad Degree,Relationship,28,378,0,91820.0,1497,22,68.0,1,0.0,0,1
PostGrad Degree,Relationship,44,1,1,65968.0,495,16,30.9,3,12.5,0,2
Undergrad Degree,Relationship,38,3,2,30772.0,20,3,6.7,6,33.3,0,2
Undergrad Degree,Single,60,742,0,22507.0,570,16,35.6,9,18.8,0,3
Undergrad Degree,Relationship,42,252,1,65685.0,769,20,38.4,5,5.0,0,3
PostGrad Degree,Relationship,36,696,1,25804.0,55,5,11.0,8,40.0,0,0
PostGrad Degree,Single,34,580,0,76412.0,1808,17,106.4,3,5.9,3,1
Undergrad Degree,Relationship,42,485,1,22063.0,55,5,11.0,7,40.0,0,2
Undergrad Degree,Single,53,174,0,57091.0,577,17,33.9,5,5.9,2,3
Undergrad Degree,Relationship,51,597,0,22419.0,162,7,23.1,8,14.3,0,0
Undergrad Degree,Relationship,55,563,1,87771.0,1957,19,103.0,6,5.3,5,1
PostGrad Degree,Single,55,599,1,78353.0,1576,23,68.5,8,4.3,0,1
Undergrad Degree,Relationship,60,519,3,93404.0,1616,14,115.4,5,21.4,2,1
Undergrad Degree,Single,52,370,3,37859.0,36,4,9.0,8,50.0,0,2
PostGrad Degree,Single,56,396,1,80995.0,1482,21,70.6,4,4.8,0,1
Undergrad Degree,Relationship,30,337,1,16529.0,22,4,5.5,6,25.0,0,2
PostGrad Degree,Single,38,379,2,55412.0,63,5,12.6,5,20.0,0,2
Undergrad Degree,Single,22,788,0,48789.0,680,17,40.0,6,5.9,0,3
PostGrad Degree,Relationship,47,580,2,56575.0,542,17,31.9,5,17.6,0,3
PostGrad Degree,Relationship,34,664,1,25130.0,50,5,10.0,7,40.0,0,0
Undergrad Degree,Relationship,47,660,2,35441.0,39,4,9.8,8,50.0,0,0
Undergrad Degree,Relationship,58,617,1,71391.0,1043,23,45.3,3,21.7,0,3
PostGrad Degree,Single,42,590,1,49494.0,385,12,32.1,7,16.7,0,0
Undergrad Degree,Single,34,804,0,81702.0,1633,26,62.8,3,3.8,0,1
PostGrad Degree,Single,34,667,1,45889.0,46,4,11.5,6,25.0,0,0
Undergrad Degree,Single,37,260,1,56628.0,761,18,42.3,5,11.1,1,3
Undergrad Degree,Relationship,64,577,2,34026.0,76,6,12.7,5,50.0,0,0
Undergrad Degree,Relationship,40,737,1,40049.0,290,11,26.4,5,27.3,0,0
Undergrad Degree,Single,26,1,1,34176.0,89,7,12.7,6,57.1,0,2
Undergrad Degree,Relationship,33,786,1,19419.0,70,7,10.0,9,57.1,0,0
PostGrad Degree,Relationship,54,497,0,82504.0,1066,16,66.6,1,6.2,0,1
Undergrad Degree,Relationship,44,327,0,81205.0,2009,18,111.6,2,5.6,4,1
PostGrad Degree,Single,23,798,0,61618.0,1345,17,79.1,3,11.8,0,1
PostGrad Degree,Single,58,712,1,55284.0,764,20,38.2,5,15.0,0,3
Undergrad Degree,Single,51,409,1,49980.0,195,9,21.7,5,22.2,0,2
Undergrad Degree,Relationship,34,427,2,15072.0,53,7,7.6,5,57.1,0,2
Undergrad Degree,Single,40,541,1,49166.0,368,11,33.5,6,18.2,0,0
PostGrad Degree,Relationship,60,35,1,65324.0,544,17,32.0,4,17.6,0,2
PostGrad Degree,Relationship,57,908,0,82347.0,1853,24,77.2,3,4.2,2,1
PostGrad Degree,Relationship,48,194,2,30843.0,35,4,8.8,5,50.0,1,2
PostGrad Degree,Relationship,40,264,1,46374.0,446,15,29.7,8,20.0,3,2
Undergrad Degree,Single,35,701,1,60474.0,1180,24,49.2,7,29.2,0,3
PostGrad Degree,Relationship,41,247,1,38576.0,41,4,10.2,7,25.0,0,2
Undergrad Degree,Relationship,29,655,2,55357.0,727,19,38.3,5,15.8,0,3
Undergrad Degree,Relationship,48,970,2,37758.0,40,4,10.0,8,50.0,0,0
PostGrad Degree,Relationship,25,580,0,85710.0,1062,25,42.5,2,4.0,1,3
Undergrad Degree,Relationship,45,314,1,23228.0,40,5,8.0,8,40.0,0,2
PostGrad Degree,Relationship,45,294,2,44602.0,292,11,26.5,8,54.5,0,2
Undergrad Degree,Relationship,27,461,0,7500.0,15,3,5.0,6,33.3,0,2
PostGrad Degree,Relationship,25,970,1,38683.0,341,11,31.0,7,54.5,0,0
PostGrad Degree,Single,39,354,1,49514.0,369,11,33.5,7,18.2,0,2
PostGrad Degree,Relationship,41,395,1,57906.0,401,14,28.6,4,21.4,0,2
PostGrad Degree,Single,48,620,1,43456.0,393,14,28.1,5,21.4,0,0
PostGrad Degree,Single,28,438,2,19485.0,10,3,3.3,7,33.3,0,2
Undergrad Degree,Relationship,36,549,1,53172.0,486,13,37.4,3,23.1,0,3
Undergrad Degree,Relationship,35,780,1,30545.0,69,5,13.8,7,40.0,0,0
PostGrad Degree,Relationship,31,434,0,70123.0,1727,16,107.9,3,6.2,2,1
Undergrad Degree,Single,55,188,1,62450.0,995,14,71.1,3,14.3,1,1
Undergrad Degree,Relationship,38,30,1,21675.0,45,7,6.4,7,42.9,0,2
PostGrad Degree,Single,33,246,2,42395.0,182,8,22.8,7,50.0,0,2
PostGrad Degree,Relationship,36,544,1,61346.0,989,22,45.0,3,4.5,0,3
Undergrad Degree,Relationship,61,445,0,80812.0,1677,17,98.6,2,5.9,3,1
PostGrad Degree,Single,43,524,2,42835.0,595,16,37.2,6,43.8,0,3
Undergrad Degree,Relationship,31,660,1,39922.0,156,7,22.3,8,28.6,0,0
PostGrad Degree,Single,58,216,0,86424.0,1226,27,45.4,1,3.7,0,3
PostGrad Degree,Relationship,36,688,1,17117.0,128,7,18.3,9,57.1,0,0
Undergrad Degree,Single,42,65,1,24762.0,86,6,14.3,8,50.0,2,2
Undergrad Degree,Relationship,39,781,1,35797.0,68,5,13.6,8,40.0,0,0
Undergrad Degree,Single,39,501,2,36627.0,16,3,5.3,5,33.3,0,2
PostGrad Degree,Relationship,33,170,2,51111.0,55,5,11.0,6,40.0,0,2
PostGrad Degree,Single,42,727,0,86857.0,2114,21,100.7,2,4.8,1,1
PostGrad Degree,Relationship,44,667,0,82072.0,2018,18,112.1,1,5.6,0,1
PostGrad Degree,Single,61,740,3,46231.0,263,11,23.9,9,36.4,0,0
Undergrad Degree,Relationship,55,389,2,42243.0,55,5,11.0,7,40.0,0,2
Undergrad Degree,Relationship,52,701,2,51195.0,564,16,35.2,8,50.0,0,3
PostGrad Degree,Single,36,355,0,68092.0,1281,18,71.2,5,11.1,0,1
Undergrad Degree,Relationship,41,460,1,31814.0,83,5,16.6,9,40.0,1,2
PostGrad Degree,Single,49,849,2,51390.0,353,12,29.4,5,50.0,0,0
Undergrad Degree,Relationship,31,326,0,76630.0,1003,24,41.8,1,4.2,0,3
Undergrad Degree,Single,23,220,1,26868.0,14,3,4.7,7,33.3,0,2
PostGrad Degree,Single,71,703,0,48948.0,902,22,41.0,6,9.1,2,3
PostGrad Degree,Single,42,724,1,55260.0,1139,23,49.5,6,8.7,0,3
Undergrad Degree,Relationship,58,516,1,64090.0,797,19,41.9,5,5.3,1,3
Undergrad Degree,Single,56,317,1,78331.0,1638,23,71.2,4,8.7,0,1
PostGrad Degree,Relationship,40,393,1,37087.0,401,14,28.6,6,21.4,0,2
Undergrad Degree,Single,28,410,1,21846.0,84,7,12.0,8,57.1,0,2
Undergrad Degree,Relationship,56,552,0,81320.0,928,17,54.6,2,5.9,0,3
Undergrad Degree,Single,44,477,1,54137.0,203,9,22.6,6,22.2,0,2
Undergrad Degree,Relationship,47,510,0,66825.0,858,15,57.2,2,6.7,0,3
Undergrad Degree,Relationship,41,603,0,57100.0,409,12,34.1,3,8.3,0,0
Undergrad Degree,Relationship,45,622,3,58917.0,282,11,25.6,5,45.5,0,0
Undergrad Degree,Single,37,93,0,85072.0,1423,17,83.7,0,5.9,0,1
Undergrad Degree,Single,53,380,0,86429.0,1449,18,80.5,2,0.0,2,1
Undergrad Degree,Single,43,662,1,45684.0,28,3,9.3,7,33.3,0,0
Undergrad Degree,Relationship,40,249,1,47889.0,67,5,13.4,5,20.0,0,2
PostGrad Degree,Relationship,28,64,0,45921.0,199,9,22.1,4,11.1,0,2
PostGrad Degree,Single,48,525,0,78420.0,1453,21,69.2,1,4.8,0,1
Undergrad Degree,Relationship,22,513,0,75114.0,1253,18,69.6,2,5.6,0,1
PostGrad Degree,Single,51,680,1,52278.0,1198,25,47.9,8,24.0,1,3
PostGrad Degree,Relationship,42,510,1,35641.0,178,8,22.2,7,25.0,1,0
Undergrad Degree,Single,20,999,0,95529.0,1990,17,117.1,3,5.9,2,1
Undergrad Degree,Relationship,60,396,0,62820.0,976,13,75.1,1,7.7,0,1
PostGrad Degree,Relationship,54,345,0,73113.0,1001,14,71.5,2,7.1,0,1
PostGrad Degree,Relationship,32,516,0,84169.0,1919,19,101.0,3,5.3,3,1
PostGrad Degree,Single,60,384,1,42607.0,350,12,29.2,3,16.7,0,2
PostGrad Degree,Single,60,567,0,74637.0,1650,24,68.8,3,4.2,1,1
PostGrad Degree,Relationship,59,237,2,46015.0,46,4,11.5,7,25.0,2,2
Undergrad Degree,Single,21,598,0,72354.0,1228,18,68.2,1,5.6,0,1
PostGrad Degree,Single,45,681,1,39858.0,95,6,15.8,6,16.7,1,0
PostGrad Degree,Relationship,66,245,2,34469.0,62,6,10.3,4,50.0,0,2
Undergrad Degree,Relationship,28,202,1,83033.0,1761,25,70.4,5,4.0,1,1
PostGrad Degree,Relationship,35,827,0,24401.0,467,13,35.9,8,23.1,0,0
Undergrad Degree,Relationship,36,65,0,77583.0,1149,18,63.8,2,5.6,1,1
PostGrad Degree,Single,32,341,0,74116.0,2052,18,114.0,2,5.6,1,1
Undergrad Degree,Single,21,245,0,74293.0,1127,15,75.1,2,6.7,0,1
PostGrad Degree,Relationship,38,384,1,68397.0,1416,20,70.8,3,5.0,0,1
PostGrad Degree,Relationship,40,124,0,79632.0,1113,19,58.6,2,5.3,0,3
Undergrad Degree,Single,25,65,1,46107.0,125,6,20.8,3,16.7,0,2
PostGrad Degree,Single,63,728,1,64950.0,966,23,42.0,7,8.7,1,3
Undergrad Degree,Relationship,25,714,1,25443.0,32,4,8.0,8,25.0,0,0
Undergrad Degree,Single,62,198,0,75127.0,833,18,46.3,1,5.6,0,3
PostGrad Degree,Relationship,43,195,1,32892.0,46,6,7.7,8,33.3,0,2
Undergrad Degree,Relationship,43,408,0,71796.0,960,16,60.0,4,6.2,0,3
PostGrad Degree,Relationship,44,563,1,67536.0,1829,27,67.7,8,11.1,1,1
Undergrad Degree,Single,43,510,1,55239.0,779,23,33.9,5,13.0,0,3
PostGrad Degree,Single,39,454,1,60554.0,811,21,38.6,6,9.5,0,3
PostGrad Degree,Single,62,426,2,64831.0,1120,14,80.0,6,57.1,0,1
PostGrad Degree,Relationship,52,504,1,56067.0,725,18,40.3,5,11.1,0,3
Undergrad Degree,Single,31,557,0,82025.0,1187,11,107.9,1,9.1,2,1
Undergrad Degree,Relationship,61,612,0,94384.0,2302,18,127.9,2,0.0,4,1
Undergrad Degree,Single,28,714,0,14906.0,66,6,11.0,7,50.0,0,0
PostGrad Degree,Relationship,27,1061,0,51563.0,1250,18,69.4,8,5.6,2,1
PostGrad Degree,Relationship,32,293,1,57937.0,683,17,40.2,3,17.6,0,3
Undergrad Degree,Single,35,432,2,68274.0,305,11,27.7,3,18.2,0,2
Undergrad Degree,Relationship,37,542,1,39771.0,50,5,10.0,4,20.0,0,0
PostGrad Degree,Single,39,1061,1,67893.0,995,14,71.1,8,14.3,0,1
PostGrad Degree,Relationship,35,62,1,27922.0,41,5,8.2,4,20.0,0,2
PostGrad Degree,Relationship,38,123,2,52190.0,77,6,12.8,5,50.0,1,2
PostGrad Degree,Single,41,676,2,44051.0,171,8,21.4,6,50.0,1,0
PostGrad Degree,Single,43,396,2,42767.0,131,6,21.8,8,16.7,0,2
PostGrad Degree,Relationship,38,31,2,46106.0,54,4,13.5,6,25.0,0,2
PostGrad Degree,Relationship,38,430,2,16927.0,53,7,7.6,8,71.4,0,2
Undergrad Degree,Relationship,49,1059,1,59754.0,475,13,36.5,5,23.1,1,0
Undergrad Degree,Single,62,841,1,53700.0,694,18,38.6,5,22.2,0,3
Undergrad Degree,Relationship,41,154,2,59041.0,96,6,16.0,5,33.3,0,2
PostGrad Degree,Single,57,588,1,54237.0,361,12,30.1,6,33.3,0,0
Undergrad Degree,Single,47,806,1,70647.0,1079,24,45.0,2,8.3,0,3
PostGrad Degree,Single,52,154,1,52597.0,578,17,34.0,5,17.6,0,3
PostGrad Degree,Relationship,45,706,1,41021.0,64,5,12.8,6,40.0,1,0
PostGrad Degree,Relationship,39,418,1,40233.0,149,8,18.6,6,62.5,0,2
Undergrad Degree,Relationship,34,164,2,50183.0,231,10,23.1,5,70.0,0,2
Undergrad Degree,Relationship,55,362,1,54753.0,728,18,40.4,4,16.7,0,3
Undergrad Degree,Relationship,41,474,0,92955.0,1778,22,80.8,2,4.5,3,1
Undergrad Degree,Relationship,41,726,1,33471.0,93,7,13.3,7,42.9,0,0
PostGrad Degree,Relationship,40,602,1,34596.0,23,3,7.7,8,33.3,1,0
Undergrad Degree,Relationship,34,784,1,44010.0,662,18,36.8,9,33.3,0,3
Undergrad Degree,Relationship,26,307,0,84219.0,1198,17,70.5,1,5.9,0,1
PostGrad Degree,Relationship,46,688,3,40706.0,81,7,11.6,7,57.1,0,0
PostGrad Degree,Relationship,26,725,1,15716.0,92,7,13.1,8,42.9,0,0
PostGrad Degree,Single,55,384,1,59052.0,491,15,32.7,5,20.0,0,3
PostGrad Degree,Relationship,43,783,0,80573.0,1564,23,68.0,2,4.3,0,1
Undergrad Degree,Relationship,52,279,0,83715.0,926,23,40.3,0,4.3,0,3
