,ID,Education,GradorPost,Marital_Status,Relationship,Dt_Customer,days,Year_Birth,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,SumAcceptedCmp
1129,4756,2n Cycle,PostGrad Degree,Divorced,Single,2013-12-20,351,1952,62,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1
1130,3412,Master,PostGrad Degree,Married,Relationship,2013-01-15,690,1951,63,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,1
1131,606,Graduation,Undergrad Degree,Single,Single,2013-10-10,422,1967,47,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0
1132,5961,Graduation,Undergrad Degree,Married,Relationship,2014-07-06,153,1978,36,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,0
1133,2975,Graduation,Undergrad Degree,Together,Relationship,2012-12-11,725,1976,38,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1
1134,2894,Graduation,Undergrad Degree,Single,Single,2013-10-29,403,1985,29,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,4
1135,7613,2n Cycle,PostGrad Degree,Together,Relationship,2014-05-24,196,1974,40,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,0
1136,10542,PhD,PostGrad Degree,Married,Relationship,2012-05-08,942,1968,46,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,0
1137,8015,PhD,PostGrad Degree,Divorced,Single,2013-03-05,641,1962,52,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1
1138,10617,Master,PostGrad Degree,Divorced,Single,2014-05-22,198,1989,25,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0
1139,11166,Graduation,Undergrad Degree,Married,Relationship,2013-02-02,672,1961,53,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,0
1140,849,Master,PostGrad Degree,Together,Relationship,2013-06-20,534,1953,61,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,0
1141,523,Graduation,Undergrad Degree,Married,Relationship,2013-01-31,674,1989,25,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,0
1142,4066,2n Cycle,PostGrad Degree,Divorced,Single,2014-11-05,31,1978,36,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,0
1143,8414,PhD,PostGrad Degree,Single,Single,2013-08-17,476,1962,52,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,0
1144,819,Graduation,Undergrad Degree,Widow,Single,2013-05-11,574,1945,69,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,0
1145,4961,Master,PostGrad Degree,Together,Relationship,2014-01-21,319,1974,40,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,0
1146,749,Graduation,Undergrad Degree,Together,Relationship,2013-11-19,382,1981,33,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,2
1147,5430,Graduation,Undergrad Degree,Together,Relationship,2012-09-14,813,1956,58,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0
1148,7755,PhD,PostGrad Degree,Married,Relationship,2013-12-11,360,1954,60,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,0
1149,10525,Graduation,Undergrad Degree,Single,Single,2012-10-13,784,1986,28,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,2
1150,1453,PhD,PostGrad Degree,Widow,Single,2013-06-07,547,1943,71,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,0
1151,8310,Graduation,Undergrad Degree,Together,Relationship,2012-08-29,829,1964,50,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,0
1152,10710,Graduation,Undergrad Degree,Married,Relationship,2012-08-29,829,1979,35,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,0
1153,5031,Graduation,Undergrad Degree,Together,Relationship,2012-09-22,805,1974,40,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,2
1154,2613,Master,PostGrad Degree,Married,Relationship,2014-03-04,277,1960,54,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,0
1155,213,PhD,PostGrad Degree,Single,Single,2014-05-28,192,1963,51,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,0
1156,967,Graduation,Undergrad Degree,Married,Relationship,2013-07-21,503,1976,38,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,1
1157,1077,Graduation,Undergrad Degree,Together,Relationship,2012-05-12,938,1974,40,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0
1158,7959,Graduation,Undergrad Degree,Married,Relationship,2014-05-29,191,1961,53,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,0
1159,640,Graduation,Undergrad Degree,Married,Relationship,2013-11-03,398,1951,63,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,0
1160,4252,Graduation,Undergrad Degree,Married,Relationship,2014-03-23,258,1965,49,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,0
1161,8432,Graduation,Undergrad Degree,Together,Relationship,2012-09-14,813,1956,58,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0
1162,6218,Graduation,Undergrad Degree,Married,Relationship,2012-10-20,777,1965,49,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,1
1163,6905,Graduation,Undergrad Degree,Together,Relationship,2012-08-22,836,1994,20,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,0
1164,5922,PhD,PostGrad Degree,Married,Relationship,2013-10-13,419,1974,40,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,0
1165,3598,Graduation,Undergrad Degree,Married,Relationship,2013-05-23,562,1972,42,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,0
1166,6116,2n Cycle,PostGrad Degree,Married,Relationship,2013-05-07,578,1968,46,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,0
1167,6263,Graduation,Undergrad Degree,Together,Relationship,2012-08-22,836,1968,46,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,0
1168,10486,Graduation,Undergrad Degree,Married,Relationship,2013-05-29,556,1948,66,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,0
1169,2410,Graduation,Undergrad Degree,Single,Single,2014-01-22,318,1969,45,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,0
1170,193,Basic,Undergrad Degree,Married,Relationship,2014-02-17,292,1996,18,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,1
1171,3363,2n Cycle,PostGrad Degree,Married,Relationship,2014-03-17,264,1974,40,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0
1172,8278,PhD,PostGrad Degree,Married,Relationship,2012-08-26,832,1990,24,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,0
1173,10660,Master,PostGrad Degree,Married,Relationship,2014-12-01,5,1957,57,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,1
1174,8686,Basic,Undergrad Degree,Together,Relationship,2013-08-01,492,1979,35,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,0
1175,1604,Master,PostGrad Degree,Married,Relationship,2013-11-13,388,1960,54,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,0
1176,5907,Master,PostGrad Degree,Married,Relationship,2012-03-11,1000,1952,62,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0
1177,10669,Graduation,Undergrad Degree,Married,Relationship,2013-05-17,568,1981,33,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,0
1178,2918,Graduation,Undergrad Degree,Divorced,Single,2013-04-13,602,1981,33,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,0
1179,5735,Master,PostGrad Degree,Single,Single,2014-02-13,296,1991,23,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,1
1180,359,Graduation,Undergrad Degree,Together,Relationship,2013-01-13,692,1950,64,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,0
1181,8387,Graduation,Undergrad Degree,Married,Relationship,2013-05-01,584,1957,57,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,0
1182,1829,PhD,PostGrad Degree,Divorced,Single,2013-01-19,686,1961,53,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,2
1183,3839,Basic,Undergrad Degree,Single,Single,2013-03-05,641,1958,56,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,0
1184,9392,Graduation,Undergrad Degree,Single,Single,2014-08-05,123,1971,43,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0
1185,2292,Graduation,Undergrad Degree,Single,Single,2013-02-08,666,1985,29,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,0
1186,10466,Graduation,Undergrad Degree,Married,Relationship,2013-08-22,471,1965,49,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,0
1187,9855,PhD,PostGrad Degree,Single,Single,2013-08-25,468,1952,62,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1
1188,4088,PhD,PostGrad Degree,Together,Relationship,2012-06-12,907,1962,52,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,0
1189,5231,2n Cycle,PostGrad Degree,Married,Relationship,2014-02-27,282,1974,40,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,0
1190,590,Master,PostGrad Degree,Divorced,Single,2012-12-22,714,1970,44,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1
1191,8732,Master,PostGrad Degree,Widow,Single,2012-11-17,749,1969,45,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,3
1192,2315,Graduation,Undergrad Degree,Divorced,Single,2014-04-20,230,1960,54,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,0
1193,3515,Graduation,Undergrad Degree,Single,Single,2014-02-17,292,1952,62,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,0
1194,2245,Master,PostGrad Degree,Married,Relationship,2013-04-22,593,1969,45,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,0
1195,6283,Master,PostGrad Degree,Divorced,Single,2013-04-21,594,1968,46,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0
1196,2246,2n Cycle,PostGrad Degree,Married,Relationship,2013-01-09,696,1965,49,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,0
1197,6606,Master,PostGrad Degree,Married,Relationship,2013-03-31,615,1969,45,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1
1198,5545,PhD,PostGrad Degree,Married,Relationship,2014-05-04,216,1972,42,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,0
1199,7342,2n Cycle,PostGrad Degree,Widow,Single,2012-09-09,818,1961,53,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,0
1200,837,Graduation,Undergrad Degree,Married,Relationship,2013-11-09,392,1977,37,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,0
1201,9500,Graduation,Undergrad Degree,Married,Relationship,2013-01-25,680,1959,55,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,0
1202,3602,Master,PostGrad Degree,Married,Relationship,2013-12-31,340,1958,56,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,0
1203,234,Graduation,Undergrad Degree,Divorced,Single,2012-10-10,787,1979,35,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,2
1204,2995,Master,PostGrad Degree,Together,Relationship,2013-08-17,476,1957,57,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,0
1205,1118,Master,PostGrad Degree,Married,Relationship,2013-02-20,654,1956,58,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,1
1206,7789,PhD,PostGrad Degree,Married,Relationship,2013-11-22,379,1965,49,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1
1207,3068,Graduation,Undergrad Degree,Married,Relationship,2013-10-29,403,1990,24,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0
1208,8955,PhD,PostGrad Degree,Together,Relationship,2014-02-16,293,1957,57,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,1
1209,945,Graduation,Undergrad Degree,Together,Relationship,2013-05-22,563,1965,49,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,0
1210,5644,Graduation,Undergrad Degree,Together,Relationship,2013-12-10,361,1957,57,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,1
1211,7192,Graduation,Undergrad Degree,Together,Relationship,2013-04-15,600,1955,59,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,0
1212,2324,Graduation,Undergrad Degree,Together,Relationship,2013-10-27,405,1972,42,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1
1213,697,Graduation,Undergrad Degree,Together,Relationship,2013-12-03,368,1969,45,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,1
1214,3439,Graduation,Undergrad Degree,Married,Relationship,2012-10-31,766,1972,42,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,0
1215,1506,Graduation,Undergrad Degree,Single,Single,2013-06-28,526,1975,39,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,1
1216,232,Graduation,Undergrad Degree,Single,Single,2013-07-17,507,1965,49,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,0
1217,8876,PhD,PostGrad Degree,Together,Relationship,2012-08-08,850,1963,51,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,0
1218,4500,PhD,PostGrad Degree,Together,Relationship,2013-06-10,544,1991,23,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0
1219,9739,Graduation,Undergrad Degree,Single,Single,2013-01-19,686,1963,51,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,0
1220,10395,Basic,Undergrad Degree,Single,Single,2012-08-22,836,1986,28,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,0
1221,1176,Graduation,Undergrad Degree,Married,Relationship,2013-09-22,440,1973,41,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,0
1222,1627,2n Cycle,PostGrad Degree,Divorced,Single,2013-01-26,679,1957,57,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,1
1223,938,Graduation,Undergrad Degree,Married,Relationship,2013-07-30,494,1981,33,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,1
1224,2740,PhD,PostGrad Degree,Widow,Single,2013-09-22,440,1958,56,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,0
1225,257,PhD,PostGrad Degree,Married,Relationship,2013-04-28,587,1959,55,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,0
1226,4058,PhD,PostGrad Degree,Single,Single,2013-12-10,361,1955,59,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,1
1227,7736,Graduation,Undergrad Degree,Married,Relationship,2012-10-22,775,1986,28,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,2
1228,8210,Master,PostGrad Degree,Married,Relationship,2013-08-15,478,1975,39,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,0
1229,833,Master,PostGrad Degree,Married,Relationship,2014-03-30,251,1955,59,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,0
1230,6230,Graduation,Undergrad Degree,Divorced,Single,2013-02-15,659,1971,43,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,0
1231,7325,PhD,PostGrad Degree,Together,Relationship,2013-06-29,525,1986,28,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,0
1232,1307,Graduation,Undergrad Degree,Divorced,Single,2014-09-02,95,1978,36,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,0
1233,1502,Graduation,Undergrad Degree,Together,Relationship,2013-03-21,625,1983,31,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,0
1234,6211,PhD,PostGrad Degree,Together,Relationship,2014-02-05,304,1976,38,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,0
1235,843,Graduation,Undergrad Degree,Married,Relationship,2014-05-26,194,1971,43,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,0
1236,4174,Master,PostGrad Degree,Together,Relationship,2014-04-17,233,1956,58,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,0
1237,9757,Graduation,Undergrad Degree,Together,Relationship,2013-04-10,605,1972,42,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,3
1238,6918,Graduation,Undergrad Degree,Married,Relationship,2013-04-07,608,1989,25,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0
1239,286,Graduation,Undergrad Degree,Single,Single,2013-11-29,372,1952,62,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,0
1240,11086,Basic,Undergrad Degree,Single,Single,2014-01-18,322,1984,30,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,0
1241,1921,PhD,PostGrad Degree,Married,Relationship,2013-03-10,636,1967,47,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,0
1242,4138,Graduation,Undergrad Degree,Single,Single,2014-05-24,196,1962,52,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,1
1243,7718,Master,PostGrad Degree,Together,Relationship,2014-04-20,230,1947,67,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,0
1244,1291,PhD,PostGrad Degree,Together,Relationship,2012-04-08,972,1978,36,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,0
1245,6862,Graduation,Undergrad Degree,Divorced,Single,2014-05-18,202,1971,43,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0
1246,4136,Basic,Undergrad Degree,Single,Single,2012-03-12,999,1992,22,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,0
1247,803,Graduation,Undergrad Degree,Together,Relationship,2013-05-04,581,1968,46,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,0
1248,4298,PhD,PostGrad Degree,Together,Relationship,2014-03-24,257,1973,41,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0
1249,10833,Graduation,Undergrad Degree,Married,Relationship,2014-05-24,196,1975,39,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,1
1250,9606,PhD,PostGrad Degree,Married,Relationship,2013-08-27,466,1965,49,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,3
1251,8534,Graduation,Undergrad Degree,Married,Relationship,2013-07-16,508,1952,62,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,1
1252,5153,PhD,PostGrad Degree,Married,Relationship,2013-02-22,652,1967,47,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,2
1253,961,Graduation,Undergrad Degree,Married,Relationship,2013-12-09,362,1972,42,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,0
1254,5011,Graduation,Undergrad Degree,Divorced,Single,2013-10-18,414,1963,51,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0
1255,6653,PhD,PostGrad Degree,Married,Relationship,2012-07-30,859,1970,44,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,1
1256,9094,2n Cycle,PostGrad Degree,Married,Relationship,2012-03-08,1003,1955,59,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,1
1257,810,Graduation,Undergrad Degree,Married,Relationship,2014-12-05,1,1975,39,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,0
1258,5493,Graduation,Undergrad Degree,Married,Relationship,2014-03-19,262,1976,38,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,1
1259,2147,Graduation,Undergrad Degree,Together,Relationship,2013-08-16,477,1969,45,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2
1260,5107,PhD,PostGrad Degree,Divorced,Single,2014-05-19,201,1973,41,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,1
1261,3979,PhD,PostGrad Degree,Divorced,Single,2013-05-22,563,1983,31,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,2
1262,6049,Master,PostGrad Degree,Together,Relationship,2013-05-12,573,1982,32,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,2
1263,8147,Graduation,Undergrad Degree,Married,Relationship,2013-06-07,547,1960,54,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,0
1264,1857,Graduation,Undergrad Degree,Single,Single,2014-06-03,186,1952,62,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,1
1265,3910,Graduation,Undergrad Degree,Divorced,Single,2013-08-10,483,1975,39,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,4
1266,5207,PhD,PostGrad Degree,Married,Relationship,2012-09-24,803,1963,51,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,1
1267,11114,Graduation,Undergrad Degree,Together,Relationship,2013-08-02,491,1970,44,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,0
1268,5429,PhD,PostGrad Degree,Married,Relationship,2013-08-20,473,1948,66,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,0
1269,9400,2n Cycle,PostGrad Degree,Single,Single,2014-06-21,168,1958,56,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,0
1270,1740,Graduation,Undergrad Degree,Married,Relationship,2014-07-04,155,1944,70,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,1
1271,7488,Master,PostGrad Degree,Single,Single,2013-01-22,683,1963,51,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,0
1272,195,Graduation,Undergrad Degree,Single,Single,2012-08-26,832,1972,42,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,2
1273,635,Master,PostGrad Degree,Married,Relationship,2013-03-19,627,1966,48,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,0
1274,7527,Master,PostGrad Degree,Divorced,Single,2012-11-21,745,1968,46,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,0
1275,10319,Graduation,Undergrad Degree,Married,Relationship,2013-02-26,648,1971,43,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,1
1276,2296,Master,PostGrad Degree,Married,Relationship,2013-12-16,355,1975,39,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,1
1277,10637,Graduation,Undergrad Degree,Married,Relationship,2013-01-01,704,1964,50,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,0
1278,2931,Graduation,Undergrad Degree,Divorced,Single,2012-09-21,806,1978,36,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1
1279,907,Graduation,Undergrad Degree,Married,Relationship,2013-11-29,372,1975,39,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,0
1280,3698,Graduation,Undergrad Degree,Together,Relationship,2012-09-08,819,1983,31,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2
