,GradorPost,Relationship,Age,days,kidsteenHome,Income,MntTotal,NumAllPurchases,AverageCheck,NumWebVisitsMonth,ShareDealsPurchases,SumAcceptedCmp,Education,Marital_Status,Dt_Customer,Year_Birth,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,cluster
988,PostGrad Degree,Single,38,366,0,79689.0,1315,26,50.6,2,3.8,0,2n Cycle,Single,2013-12-05,1976,0,0,65,311,26,640,180,37,121,1,4,9,13,0,0,0,0,0,0,0,3
989,PostGrad Degree,Single,58,160,2,35340.0,45,5,9.0,5,40.0,0,PhD,Widow,2014-06-29,1956,1,1,1,27,0,12,0,1,5,2,2,0,3,0,0,0,0,0,0,0,2
990,Undergrad Degree,Single,60,260,0,85683.0,1789,16,111.8,1,6.2,5,Graduation,Divorced,2014-03-21,1954,0,0,6,1296,17,311,45,69,51,1,2,4,10,0,1,1,1,1,0,1,1
991,PostGrad Degree,Relationship,42,737,1,24884.0,19,3,6.3,7,33.3,0,2n Cycle,Married,2012-11-29,1972,1,0,32,3,6,7,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0
992,PostGrad Degree,Relationship,33,827,1,42021.0,573,17,33.7,9,29.4,1,Master,Together,2012-08-31,1981,1,0,34,393,5,136,7,5,27,5,10,1,6,1,0,0,0,0,0,0,3
993,Undergrad Degree,Single,25,291,1,64449.0,805,20,40.2,4,20.0,0,Graduation,Single,2014-02-18,1989,1,0,70,218,63,282,137,35,70,4,5,3,12,0,0,0,0,0,0,0,3
994,Undergrad Degree,Single,60,167,2,64587.0,108,6,18.0,3,33.3,0,Graduation,Divorced,2014-06-22,1954,1,1,49,66,0,16,0,6,20,2,1,1,4,0,0,0,0,0,0,0,2
995,Undergrad Degree,Single,19,255,0,34824.0,23,3,7.7,6,33.3,0,Graduation,Single,2014-03-26,1995,0,0,65,4,2,11,2,0,4,1,1,0,2,0,0,0,0,0,0,0,2
996,Undergrad Degree,Relationship,36,451,0,75437.0,1493,22,67.9,6,4.5,1,Graduation,Together,2013-09-11,1978,0,0,25,795,0,545,95,58,0,1,8,4,10,0,0,0,1,0,0,0,1
997,Undergrad Degree,Relationship,57,284,2,26091.0,89,6,14.8,5,50.0,0,Graduation,Together,2014-02-25,1957,1,1,84,15,10,19,8,17,20,3,2,1,3,0,0,0,0,0,0,0,2
998,Undergrad Degree,Relationship,41,480,1,52845.0,936,22,42.5,6,13.6,1,Graduation,Married,2013-08-13,1973,1,0,7,384,25,292,130,41,64,3,8,8,6,1,0,0,0,0,0,0,3
999,Undergrad Degree,Single,58,635,1,46086.0,343,12,28.6,4,33.3,0,Graduation,Divorced,2013-03-11,1956,0,1,34,244,8,32,7,2,50,4,3,1,8,0,0,0,0,0,0,0,0
1000,PostGrad Degree,Single,58,788,1,78028.0,528,19,27.8,7,5.3,3,PhD,Widow,2012-10-09,1956,0,1,38,158,19,288,25,0,38,1,6,4,9,0,1,1,0,0,0,1,3
1001,PostGrad Degree,Single,27,452,0,95169.0,1901,11,172.8,1,9.1,3,PhD,Single,2013-09-10,1987,0,0,1,1285,21,449,106,20,20,1,4,3,4,0,0,1,1,0,0,1,1
1002,PostGrad Degree,Relationship,33,619,2,56337.0,724,17,42.6,8,29.4,3,2n Cycle,Married,2013-03-27,1981,1,1,25,349,16,144,28,5,182,5,8,5,4,1,0,0,1,0,0,1,3
1003,Undergrad Degree,Relationship,27,661,1,22434.0,58,5,11.6,8,40.0,0,Graduation,Together,2013-02-13,1987,1,0,25,4,12,11,3,13,15,2,2,0,3,0,0,0,0,0,0,0,0
1004,PostGrad Degree,Relationship,60,568,1,36930.0,297,11,27.0,8,45.5,0,PhD,Married,2013-05-17,1954,0,1,50,223,2,31,0,2,39,5,5,2,4,0,0,0,0,0,0,0,0
1005,Undergrad Degree,Single,60,672,1,36130.0,488,15,32.5,4,40.0,2,Graduation,Single,2013-02-02,1954,0,1,46,157,43,127,68,56,37,6,3,8,4,1,0,0,0,0,0,1,3
1006,PostGrad Degree,Relationship,61,939,1,65569.0,859,21,40.9,3,9.5,0,Master,Married,2012-05-11,1953,0,1,96,397,46,288,20,38,70,2,6,5,10,0,0,0,0,0,0,0,3
1007,Undergrad Degree,Relationship,62,366,0,83844.0,1574,19,82.8,1,5.3,1,Graduation,Together,2013-12-05,1952,0,0,57,901,31,345,75,31,191,1,4,4,11,0,0,1,0,0,0,0,1
1008,Undergrad Degree,Relationship,46,314,2,19514.0,69,6,11.5,8,66.7,1,Graduation,Married,2014-01-26,1968,1,1,47,14,3,21,2,1,28,4,3,1,2,1,0,0,0,0,0,0,2
1009,PostGrad Degree,Single,51,427,2,36736.0,17,3,5.7,6,33.3,0,PhD,Single,2013-10-05,1963,1,1,52,10,0,3,0,0,4,1,1,0,2,0,0,0,0,0,0,0,2
1010,Undergrad Degree,Relationship,35,833,1,77568.0,2194,20,109.7,5,5.0,3,Graduation,Together,2012-08-25,1979,0,1,30,1230,0,396,232,178,158,1,10,2,8,0,1,1,1,0,0,0,1
1011,PostGrad Degree,Relationship,38,35,1,49187.0,116,7,16.6,2,14.3,0,PhD,Together,2014-11-01,1976,0,1,63,81,1,31,2,1,0,1,1,1,5,0,0,0,0,0,0,0,2
1012,Undergrad Degree,Single,36,521,1,30168.0,279,11,25.4,9,63.6,0,Graduation,Single,2013-07-03,1978,1,0,51,154,20,66,0,12,27,7,6,1,4,0,0,0,0,0,0,0,0
1013,PostGrad Degree,Relationship,46,788,1,34053.0,103,6,17.2,8,16.7,0,Master,Together,2012-10-09,1968,0,1,14,63,0,21,7,0,12,1,3,0,3,0,0,0,0,0,0,0,0
1014,PostGrad Degree,Relationship,43,232,2,38196.0,44,6,7.3,5,50.0,0,Master,Married,2014-04-18,1971,1,1,20,30,0,11,0,0,3,3,2,0,4,0,0,0,0,0,0,0,2
1015,PostGrad Degree,Relationship,63,231,0,59412.0,406,14,29.0,3,7.1,0,Master,Married,2014-04-19,1951,0,0,56,90,67,165,30,43,11,1,4,2,8,0,0,0,0,0,0,0,2
1016,PostGrad Degree,Relationship,49,155,0,70924.0,1363,19,71.7,3,5.3,1,2n Cycle,Married,2014-07-04,1965,0,0,41,635,114,254,132,152,76,1,6,6,7,0,0,1,0,0,0,0,1
1017,Undergrad Degree,Relationship,45,557,0,54165.0,236,10,23.6,2,10.0,0,Graduation,Together,2013-05-28,1969,0,0,72,127,4,73,15,6,11,1,2,1,7,0,0,0,0,0,0,0,0
1018,Undergrad Degree,Relationship,41,645,1,32300.0,39,4,9.8,8,25.0,0,Graduation,Married,2013-03-01,1973,1,0,1,13,3,6,6,5,6,1,1,0,3,0,0,0,0,0,0,0,0
1019,Undergrad Degree,Single,38,654,0,20180.0,137,7,19.6,7,14.3,0,Graduation,Single,2013-02-20,1976,0,0,27,18,42,24,15,20,18,1,2,1,4,0,0,0,0,0,0,0,0
1020,Undergrad Degree,Relationship,41,170,1,34961.0,79,7,11.3,7,42.9,0,Graduation,Married,2014-06-19,1973,1,0,77,45,2,26,4,1,1,3,3,1,3,0,0,0,0,0,0,0,2
1021,PostGrad Degree,Relationship,40,517,1,28440.0,63,5,12.6,8,20.0,0,PhD,Together,2013-07-07,1974,1,0,87,38,1,24,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0
1022,PostGrad Degree,Relationship,61,612,3,64504.0,1314,18,73.0,7,38.9,1,PhD,Together,2013-04-03,1953,1,2,81,986,36,168,16,0,108,7,11,3,4,0,0,0,0,0,0,1,1
1023,PostGrad Degree,Relationship,48,165,1,33564.0,71,5,14.2,5,20.0,0,Master,Together,2014-06-24,1966,0,1,51,61,0,3,0,0,7,1,1,1,3,0,0,0,0,0,0,0,2
1024,Undergrad Degree,Relationship,36,1000,1,17345.0,58,5,11.6,8,40.0,0,Graduation,Married,2012-03-11,1978,1,0,79,4,9,16,17,0,12,2,2,1,2,0,0,0,0,0,0,0,0
1025,PostGrad Degree,Relationship,47,489,1,56320.0,702,18,39.0,4,16.7,0,PhD,Married,2013-08-04,1967,0,1,11,201,53,172,116,77,83,3,5,4,9,0,0,0,0,0,0,0,3
1026,Undergrad Degree,Single,36,472,1,28647.0,94,6,15.7,7,16.7,2,Graduation,Single,2013-08-21,1978,1,0,54,19,8,29,0,12,26,1,2,2,2,1,0,0,0,0,0,1,2
1027,Undergrad Degree,Single,27,676,1,15038.0,80,5,16.0,9,40.0,0,Basic,Single,2013-01-29,1987,1,0,93,4,8,11,19,12,26,2,2,1,2,0,0,0,0,0,0,0,0
1028,PostGrad Degree,Single,56,697,1,32173.0,22,4,5.5,4,25.0,0,PhD,Divorced,2013-01-08,1958,0,1,0,18,0,2,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0
1029,PostGrad Degree,Relationship,50,969,1,68316.0,1211,27,44.9,6,18.5,0,2n Cycle,Together,2012-04-11,1964,0,1,54,806,80,161,120,11,33,5,10,7,10,0,0,0,0,0,0,0,3
1030,Undergrad Degree,Relationship,43,525,0,74538.0,1461,21,69.6,3,4.8,2,Graduation,Together,2013-06-29,1971,0,0,21,380,98,733,110,112,28,1,8,8,5,0,0,1,0,0,0,1,1
1031,Undergrad Degree,Single,43,688,0,91700.0,1968,19,103.6,3,5.3,1,Graduation,Single,2013-01-17,1971,0,0,58,576,172,961,125,115,19,1,8,6,5,0,0,0,0,0,0,1,1
1032,Undergrad Degree,Relationship,45,164,0,68695.0,1091,15,72.7,2,6.7,0,Graduation,Together,2014-06-25,1969,0,0,3,458,81,356,106,50,40,1,4,4,7,0,0,0,0,0,0,0,1
1033,PostGrad Degree,Relationship,37,683,1,31056.0,55,4,13.8,8,25.0,0,2n Cycle,Married,2013-01-22,1977,1,0,99,5,10,13,3,8,16,1,1,0,3,0,0,0,0,0,0,0,0
1034,Undergrad Degree,Relationship,41,1,0,79593.0,1366,18,75.9,2,5.6,1,Graduation,Married,2014-12-05,1973,0,0,70,350,60,568,110,133,145,1,5,6,7,0,0,1,0,0,0,0,1
1035,Undergrad Degree,Single,34,829,0,28071.0,313,11,28.5,8,18.2,0,Graduation,Single,2012-08-29,1980,0,0,65,39,33,130,41,26,44,2,5,1,5,0,0,0,0,0,0,0,0
1036,PostGrad Degree,Relationship,56,283,2,37334.0,62,7,8.9,4,57.1,0,PhD,Together,2014-02-26,1958,1,1,44,26,1,16,2,2,15,4,3,0,4,0,0,0,0,0,0,0,2
1037,PostGrad Degree,Single,42,444,2,46423.0,92,6,15.3,7,50.0,0,Master,Single,2013-09-18,1972,1,1,6,68,0,16,0,0,8,3,2,0,4,0,0,0,0,0,0,0,2
1038,PostGrad Degree,Relationship,43,251,1,37126.0,72,5,14.4,6,20.0,2,PhD,Married,2014-03-30,1971,1,0,9,45,3,9,4,4,7,1,1,2,2,1,0,0,0,0,0,1,2
1039,Undergrad Degree,Relationship,61,556,1,47703.0,655,17,38.5,5,23.5,0,Graduation,Married,2013-05-29,1953,0,1,95,359,0,134,13,26,123,4,6,3,8,0,0,0,0,0,0,0,3
1040,Undergrad Degree,Relationship,55,227,1,61180.0,704,16,44.0,3,12.5,1,Graduation,Married,2014-04-23,1959,0,1,70,403,24,29,6,24,218,2,5,5,6,1,0,0,0,0,0,0,3
1041,Undergrad Degree,Relationship,60,1000,2,38998.0,54,5,10.8,8,60.0,0,Graduation,Married,2012-03-11,1954,1,1,92,34,1,14,0,0,5,3,2,0,3,0,0,0,0,0,1,0,0
1043,Undergrad Degree,Relationship,52,197,0,76081.0,1033,13,79.5,2,7.7,1,Graduation,Together,2014-05-23,1962,0,0,85,292,30,415,63,33,200,1,4,5,4,0,0,0,1,0,0,0,1
1044,Undergrad Degree,Relationship,28,494,1,34728.0,36,4,9.0,6,25.0,1,Graduation,Together,2013-07-30,1986,1,0,2,14,0,16,0,0,6,1,1,1,2,0,0,0,0,0,0,1,2
1045,PostGrad Degree,Single,49,784,1,33168.0,122,7,17.4,7,42.9,0,Master,Single,2012-10-13,1965,0,1,0,80,1,37,0,1,3,3,2,1,4,0,0,0,0,0,0,0,0
1046,PostGrad Degree,Relationship,48,437,1,33585.0,122,6,20.3,4,16.7,0,Master,Married,2013-09-25,1966,0,1,91,30,11,33,13,6,29,1,2,0,4,0,0,0,0,0,0,0,2
1047,PostGrad Degree,Relationship,54,419,1,77037.0,1123,26,43.2,3,3.8,0,PhD,Married,2013-10-13,1960,0,1,3,463,96,333,168,53,10,1,7,7,12,0,0,0,0,0,0,0,3
1048,Undergrad Degree,Relationship,30,753,1,35196.0,497,12,41.4,8,50.0,1,Graduation,Together,2012-11-13,1984,1,0,68,75,12,141,43,39,187,6,6,1,5,0,0,0,0,0,0,1,0
1049,Undergrad Degree,Relationship,48,578,1,44529.0,691,19,36.4,5,31.6,1,Graduation,Married,2013-05-07,1966,0,1,98,538,13,91,17,6,26,6,6,2,11,0,1,0,0,0,0,0,3
1050,PostGrad Degree,Relationship,49,155,0,70924.0,1363,19,71.7,3,5.3,1,2n Cycle,Married,2014-07-04,1965,0,0,41,635,114,254,132,152,76,1,6,6,7,0,0,1,0,0,0,0,1
1051,PostGrad Degree,Relationship,48,214,2,28764.0,12,3,4.0,8,33.3,1,PhD,Together,2014-05-06,1966,1,1,16,8,0,3,0,0,1,1,1,0,2,1,0,0,0,0,0,0,2
1052,PostGrad Degree,Relationship,65,658,0,69098.0,2440,24,101.7,5,4.2,0,PhD,Married,2013-02-16,1949,0,0,82,1315,22,780,145,0,178,1,7,8,9,0,0,0,0,0,0,0,1
1053,PostGrad Degree,Single,44,660,2,25959.0,56,5,11.2,6,40.0,1,2n Cycle,Divorced,2013-02-14,1970,1,1,1,4,2,12,7,5,26,2,1,2,2,0,0,0,0,0,0,1,0
1054,PostGrad Degree,Relationship,31,581,1,27100.0,37,4,9.2,7,25.0,0,Master,Married,2013-05-04,1983,1,0,64,12,0,13,2,0,10,1,1,0,3,0,0,0,0,0,0,0,0
1055,Undergrad Degree,Single,29,940,0,70596.0,968,20,48.4,2,5.0,0,Graduation,Single,2012-05-10,1985,0,0,68,347,44,534,17,0,26,1,3,5,12,0,0,0,0,0,0,0,3
1056,Undergrad Degree,Relationship,40,829,1,42557.0,270,11,24.5,8,36.4,0,Graduation,Married,2012-08-29,1974,0,1,98,192,5,53,0,5,15,4,6,1,4,0,0,0,0,0,0,0,0
1057,PostGrad Degree,Relationship,63,454,0,53312.0,278,11,25.3,7,9.1,0,PhD,Married,2013-09-08,1951,0,0,32,241,0,12,0,0,25,1,5,1,5,0,0,0,0,0,0,0,2
1058,Undergrad Degree,Single,62,739,0,72228.0,1250,21,59.5,3,4.8,0,Graduation,Single,2012-11-27,1952,0,0,87,631,28,491,30,14,56,1,6,7,8,0,0,0,0,0,0,0,3
1059,Undergrad Degree,Relationship,27,615,0,67605.0,938,16,58.6,1,6.2,0,Graduation,Together,2013-03-31,1987,0,0,84,336,28,282,184,54,54,1,2,8,6,0,0,0,0,0,0,0,3
1060,PostGrad Degree,Relationship,65,1061,2,62845.0,1178,17,69.3,8,64.7,1,Master,Married,2012-01-10,1949,1,1,3,1099,0,45,0,0,34,11,3,4,10,0,1,0,0,0,0,0,1
1061,Undergrad Degree,Relationship,56,499,2,65196.0,1155,24,48.1,5,8.3,1,Graduation,Together,2013-07-25,1958,0,2,34,743,19,181,12,0,200,2,7,6,11,1,0,0,0,0,0,0,3
1062,PostGrad Degree,Single,27,431,0,42000.0,653,18,36.3,5,11.1,1,PhD,Single,2013-10-01,1987,0,0,23,124,83,267,85,59,35,2,5,2,11,0,0,0,0,0,0,1,3
1063,PostGrad Degree,Single,41,201,2,35860.0,49,4,12.2,5,50.0,1,PhD,Divorced,2014-05-19,1973,1,1,37,15,0,8,4,2,20,2,1,1,2,1,0,0,0,0,0,0,2
1064,PostGrad Degree,Relationship,50,32,1,65526.0,506,16,31.6,2,6.2,0,PhD,Married,2014-11-04,1964,0,1,22,397,19,69,12,0,9,1,4,4,8,0,0,0,0,0,0,0,2
1065,Undergrad Degree,Relationship,53,727,2,16860.0,38,5,7.6,7,60.0,0,Graduation,Married,2012-12-09,1961,1,1,19,10,4,4,3,3,14,3,1,1,3,0,0,0,0,0,0,0,0
1066,Undergrad Degree,Single,22,335,0,83528.0,1650,22,75.0,1,4.5,3,Graduation,Single,2014-01-05,1992,0,0,7,530,117,678,134,44,147,1,4,10,8,1,0,0,1,0,0,1,1
1067,PostGrad Degree,Single,49,1003,1,64176.0,1826,25,73.0,6,32.0,0,2n Cycle,Divorced,2012-03-08,1965,0,1,52,1215,33,249,64,116,149,8,8,9,8,0,0,0,0,0,0,0,1
1068,Undergrad Degree,Single,58,972,0,22304.0,18,3,6.0,8,33.3,0,Graduation,Divorced,2012-04-08,1956,0,0,91,3,2,7,0,4,2,1,1,0,2,0,0,0,0,0,0,0,0
1069,Undergrad Degree,Relationship,36,247,0,67023.0,906,23,39.4,2,4.3,0,Graduation,Married,2014-04-03,1978,0,0,93,444,44,382,11,8,17,1,3,7,13,0,0,0,0,0,1,0,3
1070,PostGrad Degree,Relationship,43,195,1,32892.0,46,6,7.7,8,33.3,0,PhD,Together,2014-05-25,1971,1,0,78,26,0,15,2,1,2,2,3,0,3,0,0,0,0,0,0,0,2
1071,Undergrad Degree,Relationship,48,999,1,70713.0,1477,19,77.7,3,31.6,0,Graduation,Together,2012-03-12,1966,0,1,23,736,114,279,82,76,190,6,5,6,8,0,0,0,0,0,0,0,1
1072,Undergrad Degree,Relationship,59,736,1,59925.0,766,20,38.3,6,15.0,0,Graduation,Together,2012-11-30,1955,0,1,83,473,21,176,19,21,56,3,9,2,9,0,0,0,0,0,0,0,3
1073,Undergrad Degree,Relationship,61,285,1,39722.0,47,5,9.4,5,40.0,0,Graduation,Married,2014-02-24,1953,0,1,92,32,0,5,2,0,8,2,2,0,3,0,0,0,0,0,0,0,2
1074,Undergrad Degree,Relationship,56,506,0,46610.0,467,13,35.9,6,7.7,0,Graduation,Together,2013-07-18,1958,0,0,4,288,10,30,4,10,125,1,6,1,6,0,0,0,0,0,0,0,3
1075,Undergrad Degree,Relationship,53,639,0,88347.0,2116,20,105.8,1,5.0,1,Graduation,Together,2013-03-07,1961,0,0,32,1050,178,555,77,138,118,1,4,7,9,0,0,0,1,0,0,0,1
1076,PostGrad Degree,Relationship,33,700,0,87171.0,1298,24,54.1,2,4.2,2,PhD,Married,2013-01-05,1981,0,0,27,1001,44,107,58,44,44,1,6,7,11,1,0,1,0,0,0,0,3
1077,PostGrad Degree,Relationship,38,473,2,26907.0,22,4,5.5,7,50.0,0,2n Cycle,Together,2013-08-20,1976,1,1,10,9,1,7,0,3,2,2,1,0,3,0,0,0,0,0,0,0,2
1078,PostGrad Degree,Single,46,318,1,50014.0,396,13,30.5,5,15.4,0,Master,Single,2014-01-22,1968,1,0,9,234,14,77,19,10,42,2,4,1,8,0,0,0,0,0,0,0,2
1079,PostGrad Degree,Relationship,36,593,1,41014.0,20,3,6.7,7,33.3,0,PhD,Married,2013-04-22,1978,1,0,65,7,2,6,2,0,3,1,1,0,2,0,0,0,0,0,0,0,0
1080,Undergrad Degree,Single,49,264,0,66294.0,967,12,80.6,2,8.3,0,Graduation,Single,2014-03-17,1965,0,0,68,251,108,334,65,92,117,1,4,3,5,0,0,0,0,0,0,0,1
1081,Undergrad Degree,Relationship,43,749,1,36715.0,357,13,27.5,9,46.2,1,Graduation,Married,2012-11-17,1971,1,0,16,172,10,125,21,13,16,6,7,2,4,0,0,0,0,0,0,1,0
1082,Undergrad Degree,Relationship,58,836,0,79456.0,1401,15,93.4,3,6.7,1,Graduation,Married,2012-08-22,1956,0,0,12,565,42,548,64,83,99,1,5,6,4,0,0,0,0,0,0,1,1
1083,Undergrad Degree,Relationship,32,476,1,40479.0,15,3,5.0,4,33.3,0,Graduation,Together,2013-08-17,1982,1,0,95,5,0,8,2,0,0,1,0,0,3,0,0,0,0,0,0,0,2
1084,PostGrad Degree,Single,44,672,0,75345.0,2087,19,109.8,3,5.3,2,Master,Single,2013-02-02,1970,0,0,16,918,57,842,99,38,133,1,5,8,6,0,0,0,1,0,0,1,1
1085,Undergrad Degree,Relationship,37,613,1,54233.0,981,22,44.6,8,18.2,0,Graduation,Married,2013-04-02,1977,0,1,46,652,8,158,21,0,142,4,11,6,5,0,0,0,0,0,0,0,3
1086,Undergrad Degree,Single,44,361,2,24163.0,17,4,4.2,4,50.0,0,Graduation,Single,2013-12-10,1970,1,1,3,4,1,7,2,1,2,2,1,0,3,0,0,0,0,0,0,0,2
1087,PostGrad Degree,Relationship,56,614,0,84460.0,523,22,23.8,5,0.0,5,PhD,Together,2013-04-01,1958,0,0,80,152,27,103,106,54,81,0,9,9,4,0,1,1,1,1,0,1,3
1088,Undergrad Degree,Relationship,31,276,1,43776.0,23,3,7.7,6,33.3,0,Graduation,Together,2014-03-05,1983,1,0,77,8,0,9,2,1,3,1,1,0,2,0,0,0,0,0,0,0,2
1089,PostGrad Degree,Single,56,264,0,71691.0,1192,16,74.5,2,6.2,1,PhD,Single,2014-03-17,1958,0,0,0,336,130,411,240,32,43,1,4,7,5,0,0,0,0,0,0,1,1
1090,PostGrad Degree,Relationship,41,191,0,85844.0,1958,19,103.1,2,5.3,1,PhD,Married,2014-05-29,1973,0,0,62,938,19,843,25,95,38,1,6,6,7,0,0,1,0,0,0,0,1
1091,PostGrad Degree,Single,40,224,1,39190.0,133,7,19.0,5,28.6,0,PhD,Single,2014-04-26,1974,1,0,91,68,8,18,19,8,12,2,2,1,4,0,0,0,0,0,0,0,2
1092,Undergrad Degree,Relationship,55,470,0,71367.0,777,16,48.6,2,6.2,0,Graduation,Together,2013-08-23,1959,0,0,24,227,23,389,42,21,75,1,4,5,7,0,0,0,0,0,0,0,3
1093,PostGrad Degree,Single,42,532,2,38578.0,73,6,12.2,8,50.0,0,PhD,Single,2013-06-22,1972,1,1,2,38,4,22,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0
1094,PostGrad Degree,Relationship,49,3,2,57236.0,121,7,17.3,3,42.9,0,PhD,Married,2014-12-03,1965,1,1,22,105,0,9,2,1,4,3,2,1,4,0,0,0,0,0,0,0,2
1095,Undergrad Degree,Single,35,516,1,61825.0,424,14,30.3,4,7.1,0,Graduation,Single,2013-07-08,1979,0,1,56,162,50,100,55,30,27,1,4,2,8,0,0,0,0,0,0,0,3
1096,Undergrad Degree,Single,56,303,1,79803.0,868,12,72.3,1,8.3,0,Graduation,Divorced,2014-02-06,1958,0,1,54,574,8,216,21,16,33,1,4,3,5,0,0,0,0,0,0,0,1
1097,PostGrad Degree,Single,28,766,0,80910.0,756,14,54.0,1,7.1,0,2n Cycle,Single,2012-10-31,1986,0,0,71,160,80,369,67,39,41,1,3,3,8,0,0,0,0,0,0,0,3
1098,PostGrad Degree,Relationship,32,592,1,27590.0,12,3,4.0,7,33.3,0,Master,Together,2013-04-23,1982,1,0,38,6,0,5,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0
1099,Undergrad Degree,Relationship,35,673,1,56775.0,937,23,40.7,5,8.7,0,Graduation,Married,2013-02-01,1979,0,1,62,614,35,160,58,35,35,2,5,8,10,0,0,0,0,0,0,0,3
1100,Undergrad Degree,Single,39,483,0,83829.0,1862,17,109.5,1,0.0,4,Graduation,Divorced,2013-08-10,1975,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,1,0,0,1,1
1101,PostGrad Degree,Relationship,35,565,1,54210.0,367,12,30.6,5,16.7,0,2n Cycle,Married,2013-05-20,1979,0,1,18,70,54,109,80,9,45,2,4,1,7,0,0,0,0,0,0,0,0
1102,Undergrad Degree,Relationship,28,666,1,38508.0,443,14,31.6,8,42.9,0,Graduation,Married,2013-02-08,1986,1,0,95,120,19,206,25,19,54,6,7,2,5,0,0,0,0,0,0,0,0
1103,Undergrad Degree,Relationship,44,406,1,53187.0,267,11,24.3,5,18.2,0,Graduation,Together,2013-10-26,1970,1,0,66,211,2,30,7,7,10,2,4,1,6,0,0,0,0,0,0,0,2
1104,Undergrad Degree,Relationship,42,257,1,30023.0,61,5,12.2,8,20.0,0,Graduation,Married,2014-03-24,1972,1,0,28,11,0,16,7,6,21,1,2,0,3,0,0,0,0,0,0,0,2
1105,PostGrad Degree,Single,54,386,0,76045.0,1323,20,66.2,2,5.0,1,PhD,Single,2013-11-15,1960,0,0,78,760,53,400,17,93,0,1,4,5,11,0,0,0,1,0,0,0,1
1106,PostGrad Degree,Relationship,62,170,1,50870.0,63,5,12.6,5,20.0,0,PhD,Married,2014-06-19,1952,0,1,13,53,0,8,0,0,2,1,2,0,3,0,0,0,0,0,0,0,2
1107,PostGrad Degree,Relationship,44,638,0,15315.0,64,6,10.7,5,33.3,0,2n Cycle,Married,2013-03-08,1970,0,0,27,7,4,13,15,8,17,2,2,0,4,0,0,0,0,0,0,0,0
1108,PostGrad Degree,Relationship,40,310,1,65463.0,562,17,33.1,5,11.8,1,2n Cycle,Married,2014-01-30,1974,1,0,17,391,32,70,21,32,16,2,6,2,9,0,1,0,0,0,0,0,3
1109,Undergrad Degree,Relationship,49,189,2,66480.0,312,12,26.0,4,58.3,0,Graduation,Married,2014-05-31,1965,1,1,71,199,9,57,20,21,6,7,4,1,7,0,0,0,0,0,0,0,2
1110,Undergrad Degree,Single,60,649,0,76773.0,1156,15,77.1,1,6.7,0,Graduation,Divorced,2013-02-25,1954,0,0,79,516,56,449,86,33,16,1,2,2,11,0,0,0,0,0,0,0,1
1111,PostGrad Degree,Single,31,702,0,81698.0,1104,15,73.6,5,6.7,2,2n Cycle,Single,2013-01-03,1983,0,0,1,709,45,115,30,160,45,1,8,2,5,0,0,0,1,0,0,1,1
1112,PostGrad Degree,Single,41,95,2,54466.0,16,3,5.3,5,33.3,0,PhD,Single,2014-09-02,1973,1,1,78,12,0,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2
1113,PostGrad Degree,Single,54,292,0,98777.0,2008,19,105.7,1,0.0,1,Master,Single,2014-02-17,1960,0,0,23,1000,19,711,125,115,38,0,4,6,9,0,1,0,0,0,0,0,1
1114,PostGrad Degree,Single,30,463,1,16269.0,44,6,7.3,8,50.0,0,PhD,Single,2013-08-30,1984,1,0,75,19,3,18,3,1,0,3,3,0,3,0,0,0,0,0,0,0,2
1115,Undergrad Degree,Relationship,43,465,1,71819.0,1574,11,143.1,6,27.3,2,Graduation,Together,2013-08-28,1971,0,1,70,1224,28,140,0,14,168,3,3,3,5,0,1,1,0,0,0,0,1
1116,PostGrad Degree,Relationship,31,416,1,33569.0,63,4,15.8,8,25.0,2,PhD,Married,2013-10-16,1983,1,0,10,16,2,18,3,0,24,1,1,1,2,1,0,0,0,0,0,1,2
1117,PostGrad Degree,Relationship,31,442,0,36262.0,426,11,38.7,6,9.1,2,Master,Married,2013-09-20,1983,0,0,24,88,39,54,64,28,153,1,3,5,3,1,0,0,0,0,0,1,2
1118,Undergrad Degree,Relationship,48,689,0,22634.0,96,5,19.2,8,20.0,0,Basic,Together,2013-01-16,1966,0,0,47,2,23,11,8,6,46,1,2,1,2,0,0,0,0,0,0,0,0
1119,PostGrad Degree,Relationship,36,362,1,47025.0,635,18,35.3,9,27.8,0,2n Cycle,Married,2013-12-09,1978,0,1,98,508,11,59,23,5,29,5,11,1,6,0,0,0,0,0,0,0,3
1120,Undergrad Degree,Single,46,544,1,70566.0,757,20,37.8,3,10.0,0,Graduation,Single,2013-06-10,1968,0,1,4,381,28,215,84,28,21,2,6,5,9,0,0,0,0,0,0,0,3
